#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
COX1                 PF00115.18   426 CtetrA               -            531  6.8e-136  453.4  60.0   1   1    5e-140  8.2e-136  453.1  60.0     1   425    15   461    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 MmagnB               -            539  1.4e-139  465.6  52.3   1   1  9.9e-144  1.6e-139  465.3  52.3     1   426    17   464    17   464 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 MmagnA               -            539  1.4e-139  465.6  52.3   1   1  9.9e-144  1.6e-139  465.3  52.3     1   426    17   464    17   464 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CcoryA               -            531  1.7e-124  415.8  62.3   1   1  1.3e-128  2.1e-124  415.6  62.3     1   426    15   463    15   463 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CparaC               -            531  1.7e-136  455.3  58.9   1   1  1.3e-140  2.1e-136  455.1  58.9     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CparaB               -            531  1.7e-136  455.3  58.9   1   1  1.3e-140  2.1e-136  455.1  58.9     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CparaE               -            531  1.7e-136  455.3  58.9   1   1  1.3e-140  2.1e-136  455.1  58.9     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CparaD               -            531  1.7e-136  455.3  58.9   1   1  1.3e-140  2.1e-136  455.1  58.9     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CparaF               -            531  1.7e-136  455.3  58.9   1   1  1.3e-140  2.1e-136  455.1  58.9     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 MtetrA               -            539  3.7e-140  467.4  53.3   1   1  2.7e-144  4.4e-140  467.2  53.3     1   426    17   464    17   464 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CsaraA               -            534  2.2e-136  455.0  59.4   1   1  3.4e-140  2.8e-136  454.7  59.4     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
DUF2670              PF10875.6    141 CsaraA               -            534       0.2   11.6   0.8   1   2      0.28   2.3e+03   -1.5   0.2    12    40   182   210   173   226 0.68 Protein of unknown function (DUF2670)
DUF2670              PF10875.6    141 CsaraA               -            534       0.2   11.6   0.8   2   2   0.00011      0.93    9.5   0.0     7    42   440   475   435   485 0.84 Protein of unknown function (DUF2670)
COX1                 PF00115.18   426 CsuavA               -            535  8.4e-146  486.0  54.8   1   1    6e-150  9.8e-146  485.8  54.8     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 PkluyA               -            542  1.8e-141  471.7  57.0   1   1  1.3e-145  2.1e-141  471.5  57.0     1   426    22   469    22   469 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 PcanaA               -            535  9.1e-144  479.3  56.7   1   1  6.6e-148  1.1e-143  479.1  56.7     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CsalmA               -            539  5.5e-135  450.4  50.9   1   1  3.9e-139  6.4e-135  450.2  50.9     1   426    23   470    23   470 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 BcustA               -            542  1.6e-142  475.2  55.3   1   1  1.2e-146  1.9e-142  475.0  55.3     1   426    22   469    22   469 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CjadiA               -            535  8.6e-145  482.7  55.3   1   1  1.2e-148    1e-144  482.5  55.3     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
CorA                 PF01544.16   292 CjadiA               -            535         7    5.7   6.3   1   1    0.0025        20    4.2   6.3   237   284   154   201   148   205 0.88 CorA-like Mg2+ transporter protein
COX1                 PF00115.18   426 AgossB               -            535  2.2e-131  438.5  47.1   1   1  3.5e-135  2.9e-131  438.1  47.1     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF3789              PF12664.5     32 AgossB               -            535      0.39   10.3   5.9   1   1   0.00018       1.5    8.5   5.9     1    18   342   359   342   359 0.95 Protein of unknown function (DUF3789)
COX1                 PF00115.18   426 NdelpA               -            534  1.3e-144  482.1  59.8   1   1  9.4e-149  1.5e-144  481.9  59.8     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LelonA               -            531  8.7e-137  456.3  57.2   1   1  6.7e-141  1.1e-136  456.0  57.2     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CpseuA               -            531    2e-135  451.8  58.9   1   1    3e-139  2.5e-135  451.5  58.9     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
DUF2670              PF10875.6    141 CpseuA               -            531     0.068   13.2   0.7   1   2       0.2   1.7e+03   -1.1   0.2    13    42   183   212   174   227 0.72 Protein of unknown function (DUF2670)
DUF2670              PF10875.6    141 CpseuA               -            531     0.068   13.2   0.7   2   2   4.6e-05      0.37   10.7   0.0     7    42   440   475   435   500 0.84 Protein of unknown function (DUF2670)
COX1                 PF00115.18   426 CalimA               -            535  1.1e-137  459.3  60.1   1   1    8e-142  1.3e-137  459.0  60.1     1   426    18   465    18   465 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 BcaliA               -            535  1.7e-144  481.8  56.4   1   1  2.4e-148    2e-144  481.5  56.4     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF4538              PF15061.4     57 BcaliA               -            535       9.3    5.9   6.1   1   2      0.15   1.2e+03   -0.8   0.6     7    18    22    33    20    35 0.88 Domain of unknown function (DUF4538)
DUF4538              PF15061.4     57 BcaliA               -            535       9.3    5.9   6.1   2   2   0.00024         2    8.1   0.6     3    23   450   470   448   476 0.87 Domain of unknown function (DUF4538)
COX1                 PF00115.18   426 SoctoA               -            542  1.5e-144  481.9  50.2   1   1  2.1e-148  1.7e-144  481.7  50.2     1   425    23   470    23   471 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF1422              PF07226.9    114 SoctoA               -            542      0.16   11.9   7.7   1   3     0.071   5.8e+02    0.4   0.1    73    94    36    59     4    70 0.69 Protein of unknown function (DUF1422)
DUF1422              PF07226.9    114 SoctoA               -            542      0.16   11.9   7.7   2   3    0.0086        70    3.3   0.5     8    40   318   350   312   407 0.90 Protein of unknown function (DUF1422)
DUF1422              PF07226.9    114 SoctoA               -            542      0.16   11.9   7.7   3   3   7.9e-05      0.65    9.9   0.1    28    70   463   504   455   509 0.83 Protein of unknown function (DUF1422)
COX1                 PF00115.18   426 LkluyB               -            534  2.5e-143  477.9  56.2   1   1  1.9e-147    3e-143  477.6  56.2     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CdefoA               -            535  3.3e-135  451.1  58.6   1   1  2.5e-139    4e-135  450.8  58.6     1   426    18   465    18   465 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LdasiA               -            534  2.4e-143  477.9  56.8   1   1  1.8e-147  2.9e-143  477.7  56.8     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LkluyF               -            534  2.5e-143  477.9  56.2   1   1  1.9e-147    3e-143  477.6  56.2     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LkluyE               -            534  2.5e-143  477.9  56.2   1   1  1.9e-147    3e-143  477.6  56.2     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LkluyD               -            534  2.5e-143  477.9  56.2   1   1  1.9e-147    3e-143  477.6  56.2     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LkluyC               -            534  2.5e-143  477.9  56.2   1   1  1.9e-147    3e-143  477.6  56.2     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CvartA               -            535  2.9e-145  484.2  55.5   1   1  2.1e-149  3.5e-145  484.0  55.5     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LkluyA               -            534  2.5e-143  477.9  56.2   1   1  1.9e-147    3e-143  477.6  56.2     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CorthB               -            531  8.2e-137  456.4  58.5   1   1  6.1e-141    1e-136  456.1  58.5     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CorthC               -            531  9.2e-137  456.2  58.5   1   1  1.4e-140  1.1e-136  456.0  58.5     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF3789              PF12664.5     32 CorthC               -            531       1.5    8.4   6.1   1   1   0.00073       5.9    6.6   6.1     2    18   344   360   343   360 0.94 Protein of unknown function (DUF3789)
COX1                 PF00115.18   426 CorthA               -            531  8.2e-137  456.4  58.5   1   1  6.1e-141    1e-136  456.1  58.5     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 ClusiA               -            533  1.7e-136  455.4  57.4   1   1  1.2e-140  1.9e-136  455.2  57.4     1   425    15   461    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 MguilA               -            533  2.8e-136  454.7  58.9   1   1    2e-140  3.2e-136  454.4  58.9     1   425    15   461    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 WmucoA               -            538  3.2e-144  480.8  55.1   1   1  2.3e-148  3.8e-144  480.6  55.1     1   426    17   464    17   464 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 ScereC               -            534  3.3e-140  467.6  56.4   1   1  4.8e-144  3.9e-140  467.4  56.4     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
Col_cuticle_N        PF01484.15    50 ScereC               -            534       6.3    6.8   6.6   1   2       1.9   1.5e+04   -4.0   1.2     9    22   191   204   189   210 0.76 Nematode cuticle collagen N-terminal domain
Col_cuticle_N        PF01484.15    50 ScereC               -            534       6.3    6.8   6.6   2   2   6.3e-05      0.51   10.3   0.4     1    23   452   474   452   482 0.93 Nematode cuticle collagen N-terminal domain
COX1                 PF00115.18   426 ScereA               -            534  1.9e-140  468.4  56.8   1   1  2.7e-144  2.2e-140  468.2  56.8     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
Col_cuticle_N        PF01484.15    50 ScereA               -            534       6.5    6.8   6.6   1   2       1.9   1.5e+04   -4.0   1.2     9    22   191   204   189   210 0.76 Nematode cuticle collagen N-terminal domain
Col_cuticle_N        PF01484.15    50 ScereA               -            534       6.5    6.8   6.6   2   2   6.3e-05      0.51   10.3   0.4     1    23   452   474   452   482 0.93 Nematode cuticle collagen N-terminal domain
COX1                 PF00115.18   426 ScereD               -            534  2.8e-140  467.8  57.0   1   1  4.1e-144  3.3e-140  467.6  57.0     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
Col_cuticle_N        PF01484.15    50 ScereD               -            534       6.3    6.8   6.6   1   2       1.9   1.5e+04   -4.0   1.2     9    22   191   204   189   210 0.76 Nematode cuticle collagen N-terminal domain
Col_cuticle_N        PF01484.15    50 ScereD               -            534       6.3    6.8   6.6   2   2   6.3e-05      0.51   10.3   0.4     1    23   452   474   452   482 0.93 Nematode cuticle collagen N-terminal domain
COX1                 PF00115.18   426 ScereE               -            534  2.7e-141  471.2  56.9   1   1  3.9e-145  3.2e-141  470.9  56.9     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
