### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher_pval	Gene_frac	N._rea	N._used	Cod._count	Sub._count	G._len	codon_lik	id	prediction	probability	clad_valid	trans_valid
Limulus	AGA	R	S	0.0	9.43948238512e-08	0.75	0.857142857143	0.0	0.125	0.107142857143	1351.0	1.76449275362	8.0	1.0	0.999	1	1
Echinococcus_equinus	AGG	R	S	0.0	1.83676322247e-06	0.444444444444	0.3125	0.0	0.275862068966	0.155172413793	1331.0	1.14691943128	10.0	1.0	0.755	1	1
Echinococcus_equinus	AGA	R	S	0.0	1.83676322247e-06	0.5	0.333333333333	0.25	0.206896551724	0.155172413793	1331.0	0.815286624204	8.0	1.0	0.681	1	1
Taenia_crassiceps	AGG	R	S	0.0	4.39519180134e-06	0.666666666667	0.555555555556	0.0	0.176470588235	0.156862745098	1333.0	1.81460674157	10.0	1.0	0.65	1	1
Taenia_crassiceps	AGA	R	S	0.0	4.39519180134e-06	0.428571428571	0.25	0.166666666667	0.235294117647	0.156862745098	1333.0	0.466950959488	8.0	0.0	0.203	0	1
Terebratulina	AGG	R	S	0.0	5.54350647149e-09	0.25	0.25	0.0	0.0740740740741	0.148148148148	1351.0	0.3125	10.0	1.0	0.752	1	1
Terebratulina	AGA	R	S	0.0	5.54350647149e-09	1.0	0.875	0.0	0.148148148148	0.148148148148	1351.0	2.15923566879	8.0	1.0	1.0	1	1
Katharina	AGG	R	S	0.0	1.38120513603e-06	0.666666666667	0.5	0.0	0.08	0.1	1348.0	1.66883116883	10.0	1.0	0.907	1	1
Katharina	AGA	R	S	0.0	1.38120513603e-06	0.6	0.428571428571	0.0	0.14	0.1	1348.0	1.19064748201	8.0	1.0	0.899	1	1
Tetrancistrum_nebulosi	AGA	R	S	0.0	7.35772113381e-11	0.833333333333	0.45	0.0	0.263157894737	0.223684210526	1333.0	1.56794871795	8.0	1.0	0.995	1	1
Tetrancistrum_nebulosi	AGG	R	S	0.0	7.35772113381e-11	0.666666666667	0.307692307692	0.0384615384615	0.342105263158	0.223684210526	1333.0	0.686274509804	10.0	1.0	0.707	1	1
Trichinella	AGG	R	S	0.0	5.85864537325e-14	0.666666666667	0.8	0.0	0.0684931506849	0.246575342466	1343.0	2.31818181818	10.0	1.0	0.996	1	1
Trichinella	AGA	R	S	0.0	5.85864537325e-14	0.857142857143	0.4375	0.0	0.438356164384	0.246575342466	1343.0	0.995176848875	8.0	1.0	0.995	1	1
Balanoglossus	AGA	R	S	0.0	9.8814217877e-05	0.666666666667	0.75	0.0	0.0851063829787	0.063829787234	1351.0	2.16875	8.0	1.0	0.707	1	1
Pseudogarypus_banksi	AGA	R	S	0.0	6.65232811405e-13	0.666666666667	0.5	0.0	0.483870967742	0.241935483871	1347.0	1.35969387755	8.0	1.0	0.987	1	1
Benedenia_hoshinai	AGG	R	S	0.0	1.47135843316e-05	0.333333333333	0.25	0.0	0.0952380952381	0.119047619048	1333.0	1.27215189873	10.0	0.0	0.395	0	1
Benedenia_hoshinai	AGA	R	S	0.0	1.47135843316e-05	0.8	0.571428571429	0.0	0.166666666667	0.119047619048	1333.0	1.77536231884	8.0	0.0	0.418	0	1
Drosophila	AGA	R	S	0.0	5.00578496114e-09	0.833333333333	0.777777777778	0.0	0.173076923077	0.134615384615	1351.0	1.72206303725	8.0	1.0	0.999	1	1
Ciona	AGG	R	S	0.0	0.0384615340352	0.1	0.04	0.0	0.174825174825	0.00699300699301	1348.0	0.0809426229508	10.0	0.0	0.0	0	1
Epigonichthys	AGA	R	S	0.0	0.00048309162065	1.0	1.0	0.0	0.0434782608696	0.0434782608696	1351.0	2.5375	8.0	1.0	0.649	1	1
Strigamia_maritima	AGA	R	S	0.0	6.26809496532e-11	0.75	0.833333333333	0.0	0.190476190476	0.15873015873	1351.0	2.22246220302	8.0	1.0	1.0	1	1
Caenorhabditis	AGG	R	S	0.0	1.03300112248e-17	0.571428571429	0.533333333333	0.0	0.172413793103	0.367816091954	1346.0	1.74061433447	10.0	1.0	0.995	1	1
Caenorhabditis	AGA	R	S	0.0	1.03300112248e-17	0.888888888889	0.533333333333	0.0	0.51724137931	0.367816091954	1346.0	1.58196256381	8.0	1.0	0.993	1	1
Ascidiella_aspersa	AGG	R	S	0.0	0.00142247499335	0.25	0.0769230769231	0.0	0.371428571429	0.0428571428571	1350.0	0.268965517241	10.0	0.0	0.001	0	1
Ascidiella_aspersa	CGA	R	S	0.0	0.00142247499335	0.2	0.166666666667	0.833333333333	0.0857142857143	0.0428571428571	1350.0	-0.101265822785	56.0	0.0	0.001	0	0
Blanceolatum	AGA	R	S	0.0	0.0199999930949	1.0	1.0	0.0	0.04	0.04	775.0	3.1	8.0	1.0	0.587	1	1
Saccoglossus	AGA	R	S	0.0	0.0113636324403	1.0	1.0	0.0	0.0227272727273	0.0227272727273	1351.0	2.425	8.0	1.0	0.502	1	1

### Alignment improvement:
AGG	Ser	1.29e-12
AGA	Ser	9.48e-21


### Prediction Prob. range for Positive :[ 0.502 - 1.000 ]

