### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher_pval	Gene_frac	N._rea	N._used	Cod._count	Sub._count	G._len	codon_lik	id	prediction	probability	clad_valid	trans_valid
KlactA	TGT	C	L	0.0	0.136363636364	0.25	0.166666666667	0.666666666667	0.923076923077	0.230769230769	1408.0	-0.3	25.0	0.0	0.0	0	0
CzempA	TGT	C	L	0.0	0.00499428921125	0.166666666667	0.0714285714286	0.428571428571	1.0	0.0714285714286	1428.0	-0.786211699164	25.0	0.0	0.0	0	0
PpastA	TGT	C	L	0.0	0.0106715132245	0.1	0.0526315789474	0.736842105263	1.0	0.0526315789474	2248.0	-0.94305636258	25.0	0.0	0.0	0	0
SjapoA	TGT	C	L	0.0	5.10496828014e-06	0.4	0.222222222222	0.333333333333	1.0	0.222222222222	1423.0	0.509071504803	25.0	0.0	0.139	0	0
MmagnB	TGT	C	L	0.0	0.00783696189203	0.1	0.0526315789474	0.526315789474	1.0	0.0526315789474	2249.0	-0.680188124633	25.0	0.0	0.0	0	0
MmagnA	TGT	C	L	0.0	0.00783696189203	0.1	0.0526315789474	0.526315789474	1.0	0.0526315789474	2249.0	-0.680188124633	25.0	0.0	0.0	0	0
MtetrA	TGT	C	L	0.0	0.00783696189203	0.1	0.0555555555556	0.555555555556	1.0	0.0555555555556	2248.0	-0.723404255319	25.0	0.0	0.0	0	0
CsuavA	TGT	C	L	0.0	0.588235294118	0.2	0.125	0.541666666667	0.96	0.12	2250.0	-0.555257270694	25.0	0.0	0.0	0	0
PcanaA	TGT	C	L	0.0	0.0106715132245	0.1	0.047619047619	0.666666666667	1.0	0.047619047619	2250.0	-0.82277834525	25.0	0.0	0.0	0	0
YlipoB	TGT	C	L	0.0	0.00641664217291	0.125	0.0625	0.5	1.0	0.0625	2247.0	-0.718609143593	25.0	0.0	0.0	0	0
YlipoA	TGT	C	L	0.0	0.00641664217291	0.125	0.0625	0.5	1.0	0.0625	2247.0	-0.718609143593	25.0	0.0	0.0	0	0
CjadiA	TGT	C	L	0.0	2.46700270452e-07	0.2	0.125	0.583333333333	1.0	0.125	2250.0	-0.556599552573	25.0	0.0	0.114	0	0
AgossB	TGT	C	L	0.0	0.00712705600604	0.166666666667	0.0769230769231	0.692307692308	1.0	0.0769230769231	1427.0	-0.686800894855	25.0	0.0	0.0	0	0
NdelpA	TGT	C	L	0.0	2.79971460975e-05	0.4	0.181818181818	0.818181818182	1.0	0.181818181818	1412.0	-0.24578527063	25.0	0.0	0.119	0	0
CalimA	TGT	C	L	0.0	0.00641664217291	0.125	0.0625	0.5	1.0	0.0625	2247.0	-0.718609143593	25.0	0.0	0.0	0	0
BcaliA	TGC	C	L	0.0	0.0625	1.0	1.0	0.0	0.0454545454545	0.0909090909091	2250.0	2.19417475728	27.0	0.0	0.442	0	0
BcaliA	TGT	C	L	0.0	0.0625	0.1	0.047619047619	0.666666666667	0.954545454545	0.0909090909091	2250.0	-0.82277834525	25.0	0.0	0.0	0	0
SoctoA	TGT	C	L	0.0	1.27660806253e-08	0.333333333333	0.214285714286	0.285714285714	1.0	0.214285714286	1425.0	0.00628491620112	25.0	0.0	0.202	0	0
CvartA	TGT	C	L	0.0	2.46700270452e-07	0.2	0.12	0.56	1.0	0.12	2250.0	-0.574668378263	25.0	0.0	0.114	0	0
CdefoA	TGT	C	L	0.0	0.00641664217291	0.125	0.0625	0.5	1.0	0.0625	2247.0	-0.718609143593	25.0	0.0	0.0	0	0
LdasiA	TGT	C	L	0.0	2.79971460975e-05	0.2	0.142857142857	0.642857142857	1.0	0.142857142857	1429.0	-0.364330326162	25.0	0.0	0.103	0	0
LkluyF	TGT	C	L	0.0	0.00712705600604	0.2	0.0769230769231	0.692307692308	1.0	0.0769230769231	1429.0	-0.533929903057	25.0	0.0	0.0	0	0
LkluyE	TGT	C	L	0.0	0.00712705600604	0.2	0.0769230769231	0.692307692308	1.0	0.0769230769231	1429.0	-0.533929903057	25.0	0.0	0.0	0	0
LkluyD	TGT	C	L	0.0	0.55	0.2	0.0833333333333	0.666666666667	0.923076923077	0.0769230769231	1429.0	-0.496779388084	25.0	0.0	0.0	0	0
LkluyC	TGT	C	L	0.0	0.00712705600604	0.2	0.0769230769231	0.692307692308	1.0	0.0769230769231	1429.0	-0.533929903057	25.0	0.0	0.0	0	0
LkluyA	TGT	C	L	0.0	0.00712705600604	0.2	0.0769230769231	0.692307692308	1.0	0.0769230769231	1429.0	-0.533929903057	25.0	0.0	0.0	0	0
SpastA	TGT	C	L	0.0	0.6	0.166666666667	0.2	0.7	0.909090909091	0.181818181818	1429.0	-0.240506329114	25.0	0.0	0.0	0	0
ScereC	TGC	C	L	0.0	0.1	1.0	1.0	0.0	0.1	0.2	1429.0	2.07766990291	27.0	0.0	0.356	0	0
ScereC	TGT	C	L	0.0	0.1	0.2	0.111111111111	0.888888888889	0.9	0.2	1429.0	-0.451787648971	25.0	0.0	0.0	0	0
ScereA	TGC	C	L	0.0	0.1	1.0	1.0	0.0	0.1	0.2	1429.0	2.07766990291	27.0	0.0	0.356	0	0
ScereA	TGT	C	L	0.0	0.1	0.2	0.111111111111	0.888888888889	0.9	0.2	1429.0	-0.451787648971	25.0	0.0	0.0	0	0
ScereD	TGC	C	L	0.0	0.766666666667	0.5	0.333333333333	0.666666666667	0.3	0.2	1429.0	0.0427631578947	27.0	0.0	0.007	0	0
ScereD	TGT	C	L	0.0	0.766666666667	0.2	0.142857142857	0.857142857143	0.7	0.2	1429.0	-0.299168975069	25.0	0.0	0.0	0	0
ScereE	TGT	C	L	0.0	0.00641664217291	0.2	0.111111111111	0.888888888889	1.0	0.111111111111	1429.0	-0.451787648971	25.0	0.0	0.0	0	0
CsalmA	TGT	C	L	0.0	1.32269787749e-07	0.2	0.125	0.458333333333	1.0	0.125	2153.0	-0.412764003673	25.0	0.0	0.127	0	0
LnothA	TGT	C	L	0.0	2.79971460975e-05	0.2	0.142857142857	0.642857142857	1.0	0.142857142857	1429.0	-0.364330326162	25.0	0.0	0.103	0	0
BcustA	TGT	C	L	0.0	0.533333333333	0.1	0.0416666666667	0.541666666667	0.923076923077	0.0384615384615	2247.0	-0.94131132508	25.0	0.0	0.0	0	0
AgossA	TGT	C	L	0.0	0.00712705600604	0.166666666667	0.0769230769231	0.692307692308	1.0	0.0769230769231	1427.0	-0.686800894855	25.0	0.0	0.0	0	0
MingeA	TGT	C	L	0.0	0.00712705600604	0.1	0.0555555555556	0.5	1.0	0.0555555555556	2249.0	-0.669938650307	25.0	0.0	0.0	0	0
ScastA	TGT	C	L	0.0	2.79971460975e-05	0.333333333333	0.166666666667	0.75	1.0	0.166666666667	1426.0	-0.298616761595	25.0	0.0	0.106	0	0

### Alignment improvement:
TGT	Leu	5.00e-01


### Prediction Prob. range for Positive :[ 0.517 - 0.517 ]

