### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher_pval	Gene_frac	N._rea	N._used	Cod._count	Sub._count	G._len	codon_lik	id	prediction	probability	clad_valid	trans_valid
CtetrA	ATA	I	M	0.0	0.782110016516	0.0769230769231	0.00943396226415	0.88679245283	0.447257383966	0.0042194092827	2249.0	1.06892712551	4.0	0.0	0.298	0	1
CbohiA	ATT	I	M	0.0	0.240565964451	0.0769230769231	0.0103092783505	0.917525773196	0.418103448276	0.00431034482759	2250.0	1.04745344402	5.0	0.0	0.0	0	0
LstarA	ATT	I	M	0.0	0.519695707923	0.111111111111	0.0103092783505	0.752577319588	0.570588235294	0.0176470588235	1834.0	1.04984729494	5.0	0.0	0.0	0	0
LstarA	ATA	I	M	0.0	0.519695707923	0.222222222222	0.031746031746	0.746031746032	0.370588235294	0.0176470588235	1834.0	1.15578947368	4.0	0.0	0.492	0	1
MfariA	ATA	I	M	0.0	0.710526215847	0.0769230769231	0.00724637681159	0.869565217391	0.582278481013	0.0042194092827	2248.0	1.06440225918	4.0	0.0	0.298	0	1
CcastA	ATA	I	M	0.0	3.3573403076e-12	0.8	0.444444444444	0.0555555555556	0.11320754717	0.0503144654088	1428.0	2.5764075067	4.0	1.0	0.996	1	1
CphanA	ATT	I	M	0.0	0.795440372984	0.166666666667	0.025641025641	0.769230769231	0.357798165138	0.0275229357798	2247.0	1.14980490524	5.0	0.0	0.0	0	0
CphanA	ATA	I	M	0.0	0.795440372984	0.166666666667	0.0357142857143	0.75	0.51376146789	0.0275229357798	2247.0	1.18674340147	4.0	0.0	0.321	0	1
CsojaA	ATT	I	M	0.0	0.281249934066	0.125	0.0172413793103	0.931034482759	0.376623376623	0.00649350649351	1498.0	1.05097964619	5.0	0.0	0.0	0	0
ScryoA	ATT	I	M	0.0	0.311976980046	0.428571428571	0.027027027027	0.63963963964	0.816176470588	0.0294117647059	1424.0	1.04440789474	5.0	0.0	0.0	0	0
ScryoA	ATC	I	M	0.0	0.311976980046	0.2	0.04	0.52	0.183823529412	0.0294117647059	1424.0	1.19094712819	7.0	0.0	0.0	0	0
CneerA	ATC	I	M	0.0	0.0913241693832	0.1	0.0217391304348	0.847826086957	0.189300411523	0.00411522633745	2249.0	1.05483086447	7.0	0.0	0.0	0	0
HuvarA	ATC	I	M	1.0	0.00329890878645	0.166666666667	0.0322580645161	0.709677419355	0.244094488189	0.0157480314961	1361.0	1.05466337245	7.0	0.0	0.006	0	0
HuvarA	ATA	I	M	1.0	0.00329890878645	1.0	1.0	0.0	0.00787401574803	0.0157480314961	1361.0	3.53	4.0	0.0	0.309	0	1
CjiufA	ATT	I	M	0.0	0.727064125951	0.0769230769231	0.00793650793651	0.936507936508	0.540772532189	0.00429184549356	2231.0	1.06085682269	5.0	0.0	0.0	0	0
KlactA	ATA	I	M	5.0	0.00416666522811	1.0	1.0	0.0	0.00746268656716	0.00746268656716	1408.0	4.81818181818	4.0	0.0	0.321	0	1
CzempA	ATT	I	M	0.0	0.776922999905	0.166666666667	0.0135135135135	0.554054054054	0.432748538012	0.0116959064327	1428.0	1.1834611884	5.0	0.0	0.0	0	0
CzempA	ATA	I	M	0.0	0.776922999905	0.142857142857	0.010989010989	0.626373626374	0.53216374269	0.0116959064327	1428.0	1.01608465608	4.0	0.0	0.335	0	1
CmetaB	ATT	I	M	0.0	0.727876012243	0.0769230769231	0.00763358778626	0.931297709924	0.555084745763	0.00423728813559	2250.0	1.06828954768	5.0	0.0	0.0	0	0
CmetaC	ATT	I	M	0.0	0.727876012243	0.0769230769231	0.00763358778626	0.931297709924	0.555084745763	0.00423728813559	2250.0	1.06828954768	5.0	0.0	0.0	0	0
CmetaA	ATT	I	M	0.0	0.727876012243	0.0769230769231	0.00763358778626	0.931297709924	0.555084745763	0.00423728813559	2250.0	1.06828954768	5.0	0.0	0.0	0	0
CmetaF	ATT	I	M	0.0	0.727876012243	0.0769230769231	0.00763358778626	0.931297709924	0.555084745763	0.00423728813559	2250.0	1.06828954768	5.0	0.0	0.0	0	0
CfrijA	ATA	I	M	0.0	0.72954536117	0.0769230769231	0.00724637681159	0.855072463768	0.552	0.004	2249.0	1.0703023407	4.0	0.0	0.298	0	1
CmetaD	ATT	I	M	0.0	0.727876012243	0.0769230769231	0.00763358778626	0.931297709924	0.555084745763	0.00423728813559	2250.0	1.06828954768	5.0	0.0	0.0	0	0
CmetaE	ATT	I	M	0.0	0.727876012243	0.0769230769231	0.00763358778626	0.931297709924	0.555084745763	0.00423728813559	2250.0	1.06828954768	5.0	0.0	0.0	0	0
PpastA	ATT	I	M	0.0	0.407727005657	0.0833333333333	0.015625	0.84375	0.296296296296	0.00925925925926	2248.0	1.09375	5.0	0.0	0.0	0	0
PpastA	ATA	I	M	0.0	0.407727005657	0.0769230769231	0.00714285714286	0.8	0.648148148148	0.00925925925926	2248.0	1.07745293127	4.0	0.0	0.298	0	1
SjapoA	ATT	I	M	0.0	0.334273074626	0.285714285714	0.0288461538462	0.605769230769	0.654088050314	0.0314465408805	1423.0	1.07325430635	5.0	0.0	0.0	0	0
SjapoA	ATC	I	M	0.0	0.334273074626	0.285714285714	0.0666666666667	0.533333333333	0.188679245283	0.0314465408805	1423.0	1.31654906992	7.0	0.0	0.0	0	0
CalbiE	ATC	I	M	0.0	0.392241333177	0.25	0.030303030303	0.909090909091	0.266129032258	0.00806451612903	1183.0	1.15039954338	7.0	0.0	0.0	0	0
CalbiD	ATC	I	M	0.0	0.40533975806	0.111111111111	0.0166666666667	0.933333333333	0.277777777778	0.00462962962963	2058.0	1.09399293286	7.0	0.0	0.0	0	0
CalbiC	ATC	I	M	0.0	0.400900854245	0.0909090909091	0.0161290322581	0.951612903226	0.26724137931	0.00431034482759	2250.0	1.13802622498	7.0	0.0	0.0	0	0
CalbiB	ATC	I	M	0.0	0.400900854245	0.0909090909091	0.0161290322581	0.951612903226	0.26724137931	0.00431034482759	2250.0	1.13802622498	7.0	0.0	0.0	0	0
CalbiA	ATC	I	M	0.0	0.407766941688	0.1	0.0166666666667	0.95	0.277777777778	0.00462962962963	2058.0	1.13062902073	7.0	0.0	0.0	0	0
MmagnB	ATT	I	M	0.0	0.0470823516649	0.1	0.0487804878049	0.731707317073	0.190697674419	0.0139534883721	2249.0	1.16276202219	5.0	0.0	0.0	0	0
MmagnB	ATC	I	M	0.0	0.0470823516649	0.0769230769231	0.00574712643678	0.804597701149	0.809302325581	0.0139534883721	2249.0	1.14229097418	7.0	0.0	0.0	0	0
MmagnA	ATT	I	M	0.0	0.0561290307365	0.1	0.0454545454545	0.75	0.203703703704	0.0138888888889	2249.0	1.13564448581	5.0	0.0	0.0	0	0
MmagnA	ATC	I	M	0.0	0.0561290307365	0.0769230769231	0.00581395348837	0.796511627907	0.796296296296	0.0138888888889	2249.0	1.14828431373	7.0	0.0	0.0	0	0
CcoryA	ATT	I	M	0.0	0.359890048238	0.0769230769231	0.0133333333333	0.853333333333	0.373134328358	0.00497512437811	2250.0	1.07834556748	5.0	0.0	0.0	0	0
CparaC	ATT	I	M	0.0	0.67555544354	0.0769230769231	0.00657894736842	0.953947368421	0.652360515021	0.00429184549356	2250.0	1.087821276	5.0	0.0	0.0	0	0
CparaB	ATT	I	M	0.0	0.67555544354	0.0769230769231	0.00657894736842	0.953947368421	0.652360515021	0.00429184549356	2250.0	1.087821276	5.0	0.0	0.0	0	0
CparaE	ATT	I	M	0.0	0.67555544354	0.0769230769231	0.00657894736842	0.953947368421	0.652360515021	0.00429184549356	2250.0	1.087821276	5.0	0.0	0.0	0	0
CparaD	ATT	I	M	0.0	0.67555544354	0.0769230769231	0.00657894736842	0.953947368421	0.652360515021	0.00429184549356	2250.0	1.087821276	5.0	0.0	0.0	0	0
CparaF	ATT	I	M	0.0	0.67555544354	0.0769230769231	0.00657894736842	0.953947368421	0.652360515021	0.00429184549356	2250.0	1.087821276	5.0	0.0	0.0	0	0
MtetrA	ATC	I	M	0.0	0.78908236016	0.153846153846	0.0299401197605	0.808383233533	0.835	0.015	2248.0	1.21829356949	7.0	0.0	0.0	0	0
CsaraA	ATC	I	M	1.0	0.0653152927649	0.111111111111	0.0333333333333	0.933333333333	0.122950819672	0.00409836065574	2249.0	1.05942028986	7.0	0.0	0.0	0	0
CsuavA	ATT	I	M	0.0	0.355074593594	0.0769230769231	0.00531914893617	0.787234042553	0.758064516129	0.00806451612903	2250.0	1.0729841083	5.0	0.0	0.0	0	0
CsuavA	ATC	I	M	0.0	0.355074593594	0.111111111111	0.0357142857143	0.892857142857	0.112903225806	0.00806451612903	2250.0	1.20727791652	7.0	0.0	0.0	0	0
PkluyA	ATA	I	M	0.0	0.580286654118	0.230769230769	0.0194174757282	0.747572815534	0.953703703704	0.0185185185185	2247.0	1.17412073491	4.0	0.0	0.491	0	1
PcanaA	ATT	I	M	0.0	0.78372550601	0.1	0.010752688172	0.806451612903	0.373493975904	0.00803212851406	2250.0	1.08564997186	5.0	0.0	0.0	0	0
PcanaA	ATA	I	M	0.0	0.78372550601	0.0833333333333	0.00694444444444	0.763888888889	0.578313253012	0.00803212851406	2250.0	1.10246495892	4.0	0.0	0.298	0	1
YlipoB	ATT	I	M	0.0	0.69981707544	0.166666666667	0.025641025641	0.833333333333	0.362790697674	0.0279069767442	2247.0	1.19180421172	5.0	0.0	0.0	0	0
YlipoB	ATC	I	M	0.0	0.69981707544	0.222222222222	0.0434782608696	0.673913043478	0.213953488372	0.0279069767442	2247.0	1.20930232558	7.0	0.0	0.0	0	0
YlipoB	ATA	I	M	0.0	0.69981707544	0.166666666667	0.021978021978	0.769230769231	0.423255813953	0.0279069767442	2247.0	1.11776323911	4.0	0.0	0.161	0	1
YlipoA	ATT	I	M	0.0	0.701319633351	0.166666666667	0.0263157894737	0.828947368421	0.353488372093	0.0279069767442	2247.0	1.18945993031	5.0	0.0	0.0	0	0
YlipoA	ATC	I	M	0.0	0.701319633351	0.222222222222	0.0425531914894	0.68085106383	0.218604651163	0.0279069767442	2247.0	1.21531607976	7.0	0.0	0.0	0	0
YlipoA	ATA	I	M	0.0	0.701319633351	0.166666666667	0.0217391304348	0.771739130435	0.427906976744	0.0279069767442	2247.0	1.11675437523	4.0	0.0	0.161	0	1
CjadiA	ATT	I	M	0.0	0.622980949666	0.153846153846	0.00970873786408	0.825242718447	0.865546218487	0.00840336134454	2250.0	1.11200425872	5.0	0.0	0.0	0	0
AgossB	ATT	I	M	0.0	3.87297922659e-20	0.142857142857	0.00680272108844	0.816326530612	0.753846153846	0.112820512821	1427.0	1.07359392392	5.0	0.0	0.391	0	0
AgossB	ATA	I	M	0.0	3.87297922659e-20	0.833333333333	0.45652173913	0.108695652174	0.235897435897	0.112820512821	1427.0	2.68391866913	4.0	1.0	0.993	1	1
NdelpA	ATT	I	M	0.0	0.545081810151	0.142857142857	0.00757575757576	0.833333333333	0.910344827586	0.00689655172414	1412.0	1.12555337833	5.0	0.0	0.0	0	0
LelonA	ATC	I	M	0.0	0.130232513176	0.1	0.0169491525424	0.932203389831	0.252136752137	0.0042735042735	2249.0	1.1176975945	7.0	0.0	0.0	0	0
CpseuA	ATT	I	M	0.0	0.735294026256	1.0	0.0434782608696	0.739130434783	0.547619047619	0.0238095238095	434.0	1.11555203799	5.0	0.0	0.091	0	0
CalimA	ATT	I	M	0.0	0.820648319412	0.166666666667	0.0229885057471	0.804597701149	0.402777777778	0.0277777777778	2247.0	1.15384615385	5.0	0.0	0.0	0	0
CalimA	ATC	I	M	0.0	0.820648319412	0.181818181818	0.037037037037	0.777777777778	0.25	0.0277777777778	2247.0	1.16700992324	7.0	0.0	0.0	0	0
CalimA	ATA	I	M	0.0	0.820648319412	0.166666666667	0.0266666666667	0.746666666667	0.347222222222	0.0277777777778	2247.0	1.19917456435	4.0	0.0	0.318	0	1
CchauA	ATT	I	M	0.0	0.369565151718	0.0909090909091	0.0133333333333	0.92	0.373134328358	0.00497512437811	2250.0	1.05423378159	5.0	0.0	0.0	0	0
BcaliA	ATT	I	M	0.0	0.766427465987	0.0833333333333	0.00909090909091	0.790909090909	0.438247011952	0.00796812749004	2250.0	1.02291092309	5.0	0.0	0.0	0	0
BcaliA	ATA	I	M	0.0	0.766427465987	0.0833333333333	0.00751879699248	0.827067669173	0.529880478088	0.00796812749004	2250.0	1.06786026201	4.0	0.0	0.298	0	1
SoctoA	ATT	I	M	0.0	0.278142617611	0.333333333333	0.0258620689655	0.603448275862	0.834532374101	0.0287769784173	1425.0	0.995857154694	5.0	0.0	0.0	0	0
SoctoA	ATC	I	M	0.0	0.278142617611	0.166666666667	0.0434782608696	0.478260869565	0.165467625899	0.0287769784173	1425.0	1.25939694341	7.0	0.0	0.0	0	0
CvartA	ATT	I	M	0.0	0.604060777006	0.0769230769231	0.00534759358289	0.828877005348	0.779166666667	0.00416666666667	2250.0	1.05659726216	5.0	0.0	0.0	0	0
CbuenA	ATT	I	M	0.0	0.764285632905	0.0833333333333	0.00970873786408	0.95145631068	0.461883408072	0.00448430493274	2248.0	1.04579328221	5.0	0.0	0.0	0	0
CdefoA	ATT	I	M	0.0	0.69981707544	0.166666666667	0.0240963855422	0.843373493976	0.389671361502	0.0281690140845	2247.0	1.16505506312	5.0	0.0	0.0	0	0
CdefoA	ATC	I	M	0.0	0.69981707544	0.25	0.0487804878049	0.756097560976	0.192488262911	0.0281690140845	2247.0	1.23157146243	7.0	0.0	0.0	0	0
CdefoA	ATA	I	M	0.0	0.69981707544	0.166666666667	0.0224719101124	0.730337078652	0.417840375587	0.0281690140845	2247.0	1.14024390244	4.0	0.0	0.317	0	1
CdublA	ATA	I	M	0.0	0.784688920878	0.0833333333333	0.0104166666667	0.927083333333	0.434389140271	0.00452488687783	2058.0	1.04937267658	4.0	0.0	0.298	0	1
CorthB	ATT	I	M	0.0	0.690582852814	0.0769230769231	0.00689655172414	0.944827586207	0.625	0.00431034482759	2250.0	1.07355208104	5.0	0.0	0.0	0	0
CorthC	ATT	I	M	0.0	0.686098546333	0.0769230769231	0.00680272108844	0.945578231293	0.633620689655	0.00431034482759	2250.0	1.07252763129	5.0	0.0	0.0	0	0
CorthA	ATT	I	M	0.0	0.690582852814	0.0769230769231	0.00689655172414	0.944827586207	0.625	0.00431034482759	2250.0	1.07230949934	5.0	0.0	0.0	0	0
ClusiA	ATA	I	M	0.0	0.573459568375	0.0769230769231	0.00507614213198	0.908629441624	0.849137931034	0.00431034482759	2250.0	1.09105361254	4.0	0.0	0.298	0	1
MguilA	ATA	I	M	1.0	0.735088349509	0.153846153846	0.0114942528736	0.913793103448	0.719008264463	0.00826446280992	2250.0	1.09164420485	4.0	0.0	0.298	0	1
SpastA	ATT	I	M	1.0	0.000244808609123	0.142857142857	0.00877192982456	0.842105263158	0.797202797203	0.020979020979	1429.0	1.14750651753	5.0	0.0	0.26	0	0
SpastA	ATA	I	M	1.0	0.000244808609123	0.666666666667	0.666666666667	0.0	0.020979020979	0.020979020979	1429.0	3.41558441558	4.0	1.0	0.601	1	1
ScereC	ATT	I	M	0.0	7.06813863325e-05	0.142857142857	0.00813008130081	0.837398373984	0.831081081081	0.027027027027	1429.0	1.14277933396	5.0	0.0	0.367	0	0
ScereC	ATA	I	M	0.0	7.06813863325e-05	0.6	0.5	0.333333333333	0.0405405405405	0.027027027027	1429.0	2.77741935484	4.0	1.0	0.639	1	1
ScereA	ATT	I	M	0.0	7.11973091738e-05	0.142857142857	0.00826446280992	0.842975206612	0.828767123288	0.027397260274	1429.0	1.13600063256	5.0	0.0	0.367	0	0
ScereA	ATA	I	M	0.0	7.11973091738e-05	0.6	0.5	0.333333333333	0.041095890411	0.027397260274	1429.0	2.77741935484	4.0	1.0	0.636	1	1
ScereD	ATT	I	M	0.0	7.32610005391e-05	0.142857142857	0.00854700854701	0.837606837607	0.801369863014	0.027397260274	1429.0	1.14007686646	5.0	0.0	0.367	0	0
ScereD	ATA	I	M	0.0	7.32610005391e-05	0.6	0.5	0.333333333333	0.041095890411	0.027397260274	1429.0	2.77741935484	4.0	1.0	0.636	1	1
ScereE	ATT	I	M	1.0	0.00332125180364	0.142857142857	0.00833333333333	0.841666666667	0.816326530612	0.0204081632653	1429.0	1.13672622846	5.0	0.0	0.004	0	0
ScereE	ATA	I	M	1.0	0.00332125180364	0.5	0.333333333333	0.333333333333	0.0408163265306	0.0204081632653	1429.0	2.42740619902	4.0	0.0	0.327	0	1
DhansA	ATA	I	M	0.0	0.661057575287	0.0769230769231	0.00636942675159	0.891719745223	0.682608695652	0.00434782608696	2250.0	1.05934920527	4.0	0.0	0.298	0	1
CsalmA	ATT	I	M	0.0	0.861472859432	0.25	0.0294117647059	0.664705882353	0.699588477366	0.0246913580247	2153.0	1.0687891574	5.0	0.0	0.0	0	0
CsalmA	ATA	I	M	0.0	0.861472859432	0.111111111111	0.015873015873	0.650793650794	0.259259259259	0.0246913580247	2153.0	1.2006132989	4.0	0.0	0.306	0	1
BcustA	ATA	I	M	0.0	0.658682516889	0.0769230769231	0.00641025641026	0.724358974359	0.712328767123	0.00456621004566	2247.0	1.08365597345	4.0	0.0	0.298	0	1
CtheaA	ATC	I	M	0.0	0.0720720471889	0.1	0.030303030303	0.939393939394	0.142857142857	0.004329004329	2250.0	1.12157960199	7.0	0.0	0.0	0	0
AgossA	ATT	I	M	0.0	1.12276685765e-18	0.142857142857	0.00675675675676	0.817567567568	0.770833333333	0.104166666667	1427.0	1.07310093652	5.0	0.0	0.227	0	0
AgossA	ATA	I	M	0.0	1.12276685765e-18	0.833333333333	0.441860465116	0.116279069767	0.223958333333	0.104166666667	1427.0	2.62585034014	4.0	1.0	0.996	1	1
MingeA	ATT	I	M	0.0	0.797058020185	0.0833333333333	0.010752688172	0.806451612903	0.378048780488	0.0121951219512	2249.0	1.12979136342	5.0	0.0	0.0	0	0
MingeA	ATA	I	M	0.0	0.797058020185	0.0833333333333	0.0136054421769	0.741496598639	0.59756097561	0.0121951219512	2249.0	1.12475101439	4.0	0.0	0.454	0	1
ScastA	ATA	I	M	0.0	8.06237221046e-13	0.8	0.416666666667	0.125	0.151898734177	0.0632911392405	1426.0	2.37729816147	4.0	1.0	0.996	1	1
CmaltA	ATA	I	M	0.0	0.7079438244	0.0769230769231	0.00724637681159	0.898550724638	0.587234042553	0.00425531914894	2250.0	1.05933475547	4.0	0.0	0.298	0	1

### Alignment improvement:
ATA	Met	9.24e-04


### Prediction Prob. range for Positive :[ 0.601 - 0.996 ]

